fila_csv;destino_original;destino_normalizado;motivo;origen_original;origen_normalizado;especie_original;variedad_original;peso;unidad
29705;MAR DEL PLATA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MAR DEL PLATA;Mar del Plata;KIWI;HAYWARD;27,545;TN
29706;MAR DEL PLATA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MAR DEL PLATA;Mar del Plata;KIWI;HAYWARD;4,000;TN
29707;MAR DEL PLATA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MAR DEL PLATA;Mar del Plata;KIWI;HAYWARD;34,674;TN
29708;MAR DEL PLATA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MAR DEL PLATA;Mar del Plata;KIWI;HAYWARD;86,406;TN
29709;MAR DEL PLATA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MAR DEL PLATA;Mar del Plata;KIWI;HAYWARD;38,204;TN
29710;MAR DEL PLATA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MAR DEL PLATA;Mar del Plata;KIWI;HAYWARD;38,156;TN
29721;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;KIWI;SIN VARIED;5,690;TN
29722;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;KIWI;SIN VARIED;1,395;TN
29723;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;KIWI;SIN VARIED;0,342;TN
29724;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;KIWI;SIN VARIED;25,146;TN
29725;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;KIWI;SIN VARIED;4,608;TN
29726;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;KIWI;SIN VARIED;6,000;TN
29727;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;KIWI;SIN VARIED;27,309;TN
29728;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;KIWI;SIN VARIED;4,820;TN
29729;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;KIWI;SIN VARIED;1,956;TN
29730;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;KIWI;SIN VARIED;16,797;TN
29731;GRECIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";GRECIA;Grecia;KIWI;SIN VARIED;1,962;TN
29732;GRECIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";GRECIA;Grecia;KIWI;SIN VARIED;13,316;TN
29733;GRECIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";GRECIA;Grecia;KIWI;SIN VARIED;17,559;TN
29734;GRECIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";GRECIA;Grecia;KIWI;SIN VARIED;0,342;TN
29735;ITALIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ITALIA;Italia;KIWI;SIN VARIED;2,660;TN
29736;ITALIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ITALIA;Italia;KIWI;SIN VARIED;2,592;TN
29737;ITALIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ITALIA;Italia;KIWI;SIN VARIED;0,936;TN
29738;MAR DEL PLATA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MAR DEL PLATA;Mar del Plata;KIWI;SIN VARIED;0,585;TN
29739;MAR DEL PLATA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MAR DEL PLATA;Mar del Plata;KIWI;SIN VARIED;0,200;TN
29740;MAR DEL PLATA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MAR DEL PLATA;Mar del Plata;KIWI;SIN VARIED;4,302;TN
29741;MAR DEL PLATA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MAR DEL PLATA;Mar del Plata;KIWI;SIN VARIED;4,314;TN
29742;MAR DEL PLATA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MAR DEL PLATA;Mar del Plata;KIWI;SIN VARIED;0,720;TN
29750;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;KIWI;JINTAO;1,210;TN
29751;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;KIWI;JINTAO;3,344;TN
29752;ENTRE RÍOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ENTRE RÍOS;Entre Ríos;LIMA;DULCE PALE;0,648;TN
29753;ENTRE RÍOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ENTRE RÍOS;Entre Ríos;LIMA;DULCE PALE;4,664;TN
29754;ENTRE RÍOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ENTRE RÍOS;Entre Ríos;LIMA;DULCE PALE;15,612;TN
29755;ENTRE RÍOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ENTRE RÍOS;Entre Ríos;LIMA;DULCE PALE;6,200;TN
29756;ENTRE RÍOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ENTRE RÍOS;Entre Ríos;LIMA;DULCE PALE;22,074;TN
29757;ENTRE RÍOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ENTRE RÍOS;Entre Ríos;LIMA;DULCE PALE;10,706;TN
29758;ENTRE RÍOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ENTRE RÍOS;Entre Ríos;LIMA;DULCE PALE;8,406;TN
29759;ENTRE RÍOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ENTRE RÍOS;Entre Ríos;LIMA;DULCE PALE;7,248;TN
29760;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;LIMA;SIN VARIED;86,529;TN
29761;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;LIMA;SIN VARIED;9,844;TN
29762;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;LIMA;SIN VARIED;1,220;TN
29763;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;LIMA;SIN VARIED;0,340;TN
29764;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;LIMA;SIN VARIED;4,050;TN
29765;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;LIMA;SIN VARIED;0,200;TN
29766;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;LIMA;SIN VARIED;0,540;TN
29767;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;LIMA;SIN VARIED;0,900;TN
29768;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;LIMA;SIN VARIED;2,736;TN
29777;ENTRE RÍOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ENTRE RÍOS;Entre Ríos;LIMA;SIN VARIED;4,360;TN
29778;ENTRE RÍOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ENTRE RÍOS;Entre Ríos;LIMA;SIN VARIED;10,280;TN
29779;ENTRE RÍOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ENTRE RÍOS;Entre Ríos;LIMA;SIN VARIED;1,000;TN
29780;ENTRE RÍOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ENTRE RÍOS;Entre Ríos;LIMA;SIN VARIED;5,819;TN
29781;ENTRE RÍOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ENTRE RÍOS;Entre Ríos;LIMA;SIN VARIED;7,674;TN
29782;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;LIMA;SIN VARIED;0,510;TN
29783;MISIONES;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MISIONES;Misiones;LIMA;SIN VARIED;32,538;TN
29784;MISIONES;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MISIONES;Misiones;LIMA;SIN VARIED;1,710;TN
29785;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;LIMA;SIN VARIED;15,198;TN
29786;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;LIMA;SIN VARIED;2,635;TN
29787;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;LIMA;SIN VARIED;1,870;TN
29788;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;LIMA;SIN VARIED;0,544;TN
29789;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;LIMA;SIN VARIED;0,272;TN
29790;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;LIMA;SIN VARIED;0,600;TN
29791;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;LIMA;SIN VARIED;0,850;TN
29792;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;LIMA;SIN VARIED;1,632;TN
29793;TUCUMÁN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMÁN;Tucumán;LIMA;SIN VARIED;0,200;TN
29794;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;LIMA;TAHITI;235,394;TN
29795;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;LIMA;TAHITI;70,116;TN
29796;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;LIMA;TAHITI;187,581;TN
29797;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;LIMA;TAHITI;99,622;TN
29798;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;LIMA;TAHITI;39,060;TN
29799;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;LIMA;TAHITI;0,400;TN
29800;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;LIMA;TAHITI;93,049;TN
29801;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;LIMA;TAHITI;57,269;TN
29802;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;LIMA;TAHITI;98,740;TN
29803;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;LIMA;TAHITI;102,877;TN
