rubro;mercado;procedencia;especie;variedad;unidad;cantidad_observaciones;cantidad_fechas_distintas;cantidad_meses_distintos;cantidad_fechas_disponibles;fecha_minima;fecha_maxima;cantidad_meses_disponibles;precio_promedio;precio_min;precio_max;coeficiente_variacion;porcentaje_precios_validos;indicador_serie_utilizable
Frutas;(sin informar);Chaco;MANZANA R DELICIUS COMERCIAL;(sin informar);$/Kg;3;3;2;3;2026-06-25;2026-08-20;2;31000.0000;28000.0000;35000.0000;0.1163;100.0000;Baja
Frutas;(sin informar);Chaco;MANZANA R DELICIUS ELEGIDA;(sin informar);$/Kg;3;3;2;3;2026-03-05;2026-07-27;2;41666.6667;35000.0000;45000.0000;0.1386;100.0000;Baja
Frutas;(sin informar);Chaco;PAPAYA;(sin informar);$/Kg;3;3;3;3;2026-03-30;2026-05-25;3;58333.3333;55000.0000;60000.0000;0.0495;100.0000;Baja
Frutas;(sin informar);Corrientes;ARANDANO;(sin informar);$/Kg;3;3;1;3;2026-08-12;2026-08-24;1;28666.6667;25000.0000;36000.0000;0.2215;100.0000;Baja
Frutas;(sin informar);Entre Ríos;MANDARINA ELLENDALE;(sin informar);$/Kg;3;3;2;3;2026-07-27;2026-08-17;2;10666.6667;10000.0000;12000.0000;0.1083;100.0000;Baja
Frutas;(sin informar);Mendoza;BANANA SALTENA;(sin informar);$/Kg;3;3;3;3;2026-03-09;2026-07-20;3;25333.3333;23000.0000;28000.0000;0.0993;100.0000;Baja
Frutas;(sin informar);Mendoza;DURAZNO 1633;(sin informar);$/Kg;3;3;1;3;2026-02-09;2026-02-19;1;30000.0000;30000.0000;30000.0000;0.0000;100.0000;Baja
Frutas;(sin informar);Mendoza;POMELO ROSADO;(sin informar);$/Kg;3;3;1;3;2026-01-12;2026-01-26;1;30000.0000;30000.0000;30000.0000;0.0000;100.0000;Baja
Frutas;(sin informar);Río Negro;MANZANA ROYAL GALA ELEGIDA;(sin informar);$/Kg;3;3;2;3;2026-03-30;2026-04-20;2;41666.6667;25000.0000;50000.0000;0.3464;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Brasil;LIMON;Eureka;$/Kg;3;3;1;3;2026-01-02;2026-01-06;1;3600.0000;3533.3300;3666.6700;0.0185;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Jujuy;MBURUCUYA;(sin informar);$/Kg;3;3;1;3;2026-01-02;2026-01-06;1;6000.0000;6000.0000;6000.0000;0.0000;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Río Negro;PELON;Venus;$/Kg;3;3;1;3;2026-03-12;2026-03-16;1;1583.3300;1583.3300;1583.3300;0.0000;100.0000;Baja
Hortalizas;(sin informar);Buenos Aires;CHOCLO AMARILLO;(sin informar);$/Kg;3;3;2;3;2026-03-02;2026-04-09;2;24333.3333;20000.0000;28000.0000;0.1661;100.0000;Baja
Hortalizas;(sin informar);Buenos Aires;PUERRO;(sin informar);$/Kg;3;3;2;3;2026-02-09;2026-03-09;2;4833.3333;2500.0000;6000.0000;0.4181;100.0000;Baja
Hortalizas;(sin informar);Chaco;TOMATE REDONDO;(sin informar);$/Kg;3;3;1;3;2026-07-23;2026-07-30;1;26666.6667;24000.0000;32000.0000;0.1732;100.0000;Baja
Hortalizas;(sin informar);Ciudad Autónoma De Buenos Aires;ZAPALLO COREANO;(sin informar);$/Kg;3;3;1;3;2026-01-12;2026-01-26;1;8000.0000;8000.0000;8000.0000;0.0000;100.0000;Baja
Hortalizas;(sin informar);Corrientes;CHOCLO CREMA;(sin informar);$/Kg;3;3;2;3;2026-03-05;2026-06-15;2;16666.6667;10000.0000;30000.0000;0.6928;100.0000;Baja
Hortalizas;(sin informar);Corrientes;ZAPALLO INGLES;(sin informar);$/Kg;3;3;1;3;2026-04-13;2026-04-20;1;15000.0000;15000.0000;15000.0000;0.0000;100.0000;Baja
Hortalizas;(sin informar);Mendoza;ZAPALLITO TRONCO;(sin informar);$/Kg;3;3;2;3;2026-02-09;2026-06-08;2;16333.3333;15000.0000;19000.0000;0.1414;100.0000;Baja
Hortalizas;(sin informar);Río Negro;ZAPALLO TETSUKABUTO;(sin informar);$/Kg;3;3;3;3;2026-06-08;2026-08-10;3;14333.3333;12000.0000;18000.0000;0.2243;100.0000;Baja
Hortalizas;(sin informar);San Juan;CEBOLLA SINTETICA 14;(sin informar);$/Kg;3;3;1;3;2026-02-09;2026-02-26;1;7333.3333;7000.0000;7500.0000;0.0394;100.0000;Baja
Hortalizas;(sin informar);Santiago Del Estero;ZANAHORIA;(sin informar);$/Kg;3;3;2;3;2026-07-20;2026-08-24;2;13666.6667;12000.0000;16000.0000;0.1523;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;S.Bs.As.;CEBOLLA;Valenciani;$/Kg;3;3;1;3;2026-02-18;2026-02-20;1;308.3333;305.0000;310.0000;0.0094;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Sgo.Est.;BERENJENA;Vta.Med.La;$/Kg;3;3;1;3;2026-05-05;2026-05-07;1;800.0000;733.3300;866.6700;0.0833;100.0000;Baja
Frutas;(sin informar);Corrientes;MAMON;(sin informar);$/Kg;2;2;2;2;2026-02-26;2026-03-30;2;10750.0000;1500.0000;20000.0000;1.2169;100.0000;Baja
Frutas;(sin informar);Corrientes;MANDARINA ENCORE;(sin informar);$/Kg;2;2;1;2;2026-07-13;2026-07-16;1;10000.0000;10000.0000;10000.0000;0.0000;100.0000;Baja
Frutas;(sin informar);Corrientes;NARANJA NAVELINA;(sin informar);$/Kg;2;2;2;2;2026-06-08;2026-07-15;2;13500.0000;13000.0000;14000.0000;0.0524;100.0000;Baja
Frutas;(sin informar);Corrientes;POMELO BLANCO;(sin informar);$/Kg;2;2;2;2;2026-03-10;2026-05-04;2;16000.0000;7000.0000;25000.0000;0.7955;100.0000;Baja
Frutas;(sin informar);Córdoba;MANZANA R DELICIUS COMERCIAL;(sin informar);$/Kg;2;2;1;2;2026-07-13;2026-07-16;1;35000.0000;35000.0000;35000.0000;0.0000;100.0000;Baja
Frutas;(sin informar);Córdoba;PERA WILIAMS ELEGIDA;(sin informar);$/Kg;2;2;1;2;2026-07-13;2026-07-16;1;30000.0000;30000.0000;30000.0000;0.0000;100.0000;Baja
Frutas;(sin informar);Entre Ríos;MANDARINA OKITSU;(sin informar);$/Kg;2;2;1;2;2026-05-11;2026-05-18;1;10500.0000;9000.0000;12000.0000;0.2020;100.0000;Baja
Frutas;(sin informar);Mendoza;GRANADA;(sin informar);$/Kg;2;2;2;2;2026-05-11;2026-07-20;2;29500.0000;29000.0000;30000.0000;0.0240;100.0000;Baja
Frutas;(sin informar);Mendoza;MANZANA GALA COMERCIAL;(sin informar);$/Kg;2;2;2;2;2026-02-26;2026-03-09;2;41500.0000;38000.0000;45000.0000;0.1193;100.0000;Baja
Frutas;(sin informar);Mendoza;MANZANA ROYAL GALA COMERCIAL;(sin informar);$/Kg;2;2;1;2;2026-03-02;2026-03-05;1;39000.0000;35000.0000;43000.0000;0.1450;100.0000;Baja
Frutas;(sin informar);Misiones;FRUTILLA;(sin informar);$/Kg;2;2;2;2;2026-07-24;2026-08-20;2;11000.0000;10000.0000;12000.0000;0.1286;100.0000;Baja
Frutas;(sin informar);Río Negro;MANZANA GALA COMERCIAL;(sin informar);$/Kg;2;2;1;2;2026-02-09;2026-02-16;1;36000.0000;36000.0000;36000.0000;0.0000;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Río Negro;DURAZNO;Andesblack;$/Kg;2;2;1;2;2026-03-03;2026-03-04;1;2900.0000;2900.0000;2900.0000;0.0000;100.0000;Baja
Hortalizas;(sin informar);Buenos Aires;ZANAHORIA;(sin informar);$/Kg;2;2;1;2;2026-02-12;2026-02-20;1;18000.0000;18000.0000;18000.0000;0.0000;100.0000;Baja
Hortalizas;(sin informar);Catamarca;ZAPALLO PLOMO;(sin informar);$/Kg;2;2;2;2;2026-05-04;2026-06-15;2;450.0000;400.0000;500.0000;0.1571;100.0000;Baja
Hortalizas;(sin informar);Chaco;CHOCLO CREMA;(sin informar);$/Kg;2;2;1;2;2026-07-13;2026-07-16;1;27000.0000;27000.0000;27000.0000;0.0000;100.0000;Baja
Hortalizas;(sin informar);Chaco;PAPA NEGRA;(sin informar);$/Kg;2;2;2;2;2026-03-02;2026-06-11;2;12750.0000;9500.0000;16000.0000;0.3605;100.0000;Baja
Hortalizas;(sin informar);Chaco;PEREJIL;(sin informar);$/Kg;2;2;1;2;2026-07-13;2026-07-16;1;20000.0000;20000.0000;20000.0000;0.0000;100.0000;Baja
Hortalizas;(sin informar);Chaco;PIMIENTO MORRON ROJO;(sin informar);$/Kg;2;2;1;2;2026-07-13;2026-07-16;1;48000.0000;48000.0000;48000.0000;0.0000;100.0000;Baja
Hortalizas;(sin informar);Chaco;REMOLACHA;(sin informar);$/Kg;2;2;1;2;2026-07-13;2026-07-16;1;25000.0000;25000.0000;25000.0000;0.0000;100.0000;Baja
Hortalizas;(sin informar);Chaco;REPOLLO BLANCO;(sin informar);$/Kg;2;2;1;2;2026-07-13;2026-07-16;1;23000.0000;23000.0000;23000.0000;0.0000;100.0000;Baja
Hortalizas;(sin informar);Chaco;REPOLLO COLORADO;(sin informar);$/Kg;2;2;1;2;2026-07-13;2026-07-16;1;23000.0000;23000.0000;23000.0000;0.0000;100.0000;Baja
Hortalizas;(sin informar);Corrientes;ARVEJA;(sin informar);$/Kg;2;2;1;2;2026-08-12;2026-08-21;1;3000.0000;2500.0000;3500.0000;0.2357;100.0000;Baja
Hortalizas;(sin informar);Corrientes;CEBOLLA VALENCIANITA;(sin informar);$/Kg;2;2;2;2;2026-05-22;2026-06-29;2;2500.0000;2000.0000;3000.0000;0.2828;100.0000;Baja
Hortalizas;(sin informar);Corrientes;MENTA;(sin informar);$/Kg;2;2;2;2;2026-05-27;2026-07-23;2;5000.0000;2000.0000;8000.0000;0.8485;100.0000;Baja
Hortalizas;(sin informar);Corrientes;PIMIENTO MORRON AMARILLO;(sin informar);$/Kg;2;2;1;2;2026-06-01;2026-06-04;1;26000.0000;24000.0000;28000.0000;0.1088;100.0000;Baja
Hortalizas;(sin informar);Córdoba;PAPA NEGRA;(sin informar);$/Kg;2;2;1;2;2026-07-13;2026-07-16;1;18000.0000;18000.0000;18000.0000;0.0000;100.0000;Baja
Hortalizas;(sin informar);Jujuy;ARVEJA;(sin informar);$/Kg;2;2;2;2;2026-06-29;2026-08-24;2;3750.0000;3500.0000;4000.0000;0.0943;100.0000;Baja
Hortalizas;(sin informar);Jujuy;CEBOLLITA DE VERDEO;(sin informar);$/Kg;2;2;2;2;2026-06-25;2026-07-02;2;16250.0000;2500.0000;30000.0000;1.1966;100.0000;Baja
Hortalizas;(sin informar);Jujuy;PIMIENTO MORRON ROJO;(sin informar);$/Kg;2;1;1;1;2026-07-02;2026-07-02;1;24000.0000;23000.0000;25000.0000;0.0589;100.0000;Baja
Hortalizas;(sin informar);Mendoza;BERENJENA;(sin informar);$/Kg;2;2;1;2;2026-02-09;2026-02-16;1;18000.0000;18000.0000;18000.0000;0.0000;100.0000;Baja
Hortalizas;(sin informar);Mendoza;JENGIBRE;(sin informar);$/Kg;2;2;1;2;2026-02-09;2026-02-16;1;7500.0000;7500.0000;7500.0000;0.0000;100.0000;Baja
Hortalizas;(sin informar);Mendoza;PEREJIL;(sin informar);$/Kg;2;2;2;2;2026-03-23;2026-06-08;2;17500.0000;5000.0000;30000.0000;1.0102;100.0000;Baja
Hortalizas;(sin informar);Mendoza;TOMATE CHERRY;(sin informar);$/Kg;2;2;1;2;2026-03-05;2026-03-19;1;7000.0000;2000.0000;12000.0000;1.0102;100.0000;Baja
Hortalizas;(sin informar);Mendoza;ZAPALLO PLOMO;(sin informar);$/Kg;2;2;2;2;2026-03-23;2026-05-04;2;450.0000;400.0000;500.0000;0.1571;100.0000;Baja
Hortalizas;(sin informar);Salta;PEPINO;(sin informar);$/Kg;2;2;2;2;2026-06-01;2026-08-10;2;35000.0000;35000.0000;35000.0000;0.0000;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Brasil;TOMATE;Perita;$/Kg;2;2;1;2;2026-07-20;2026-07-21;1;1444.4400;1444.4400;1444.4400;0.0000;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Buenos Aires;KALE;Morado;$/Kg;2;2;1;2;2026-08-21;2026-08-24;1;1250.0000;1200.0000;1300.0000;0.0566;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Jujuy;LECHUGA;Francesa;$/Kg;2;2;1;2;2026-05-13;2026-05-14;1;1208.3350;1166.6700;1250.0000;0.0488;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Jujuy;LECHUGA;Mantecosa;$/Kg;2;2;1;2;2026-05-13;2026-05-14;1;1166.6700;1166.6700;1166.6700;0.0000;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Mar del Plata;ARVEJA;(sin informar);$/Kg;2;2;1;2;2026-01-27;2026-01-28;1;1750.0000;1750.0000;1750.0000;0.0000;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Mar del Plata;CHOCLO;(sin informar);$/Kg;2;1;1;1;2026-06-05;2026-06-05;1;2866.6700;2866.6700;2866.6700;0.0000;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;S.Bs.As.;AJO;Colorado;$/Kg;2;1;1;1;2026-08-03;2026-08-03;1;2300.0000;2300.0000;2300.0000;0.0000;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Se Bs.As;PAPA;Daisy;$/Kg;2;1;1;1;2026-05-04;2026-05-04;1;560.0000;560.0000;560.0000;0.0000;100.0000;Baja
Frutas;(sin informar);Buenos Aires;LIMON COMERCIAL;(sin informar);$/Kg;1;1;1;1;2026-04-30;2026-04-30;1;6000.0000;6000.0000;6000.0000;;100.0000;Baja
Frutas;(sin informar);Chaco;MELON CRIOLLO;(sin informar);$/Kg;1;1;1;1;2026-03-12;2026-03-12;1;1000.0000;1000.0000;1000.0000;;100.0000;Baja
Frutas;(sin informar);Chaco;PERA PACKAMS COMERCIAL;(sin informar);$/Kg;1;1;1;1;2026-06-11;2026-06-11;1;24000.0000;24000.0000;24000.0000;;100.0000;Baja
Frutas;(sin informar);Chaco;SANDIA;(sin informar);$/Kg;1;1;1;1;2026-03-12;2026-03-12;1;800.0000;800.0000;800.0000;;100.0000;Baja
Frutas;(sin informar);Corrientes;MANZANA R DELICIUS COMERCIAL;(sin informar);$/Kg;1;1;1;1;2026-08-03;2026-08-03;1;32000.0000;32000.0000;32000.0000;;100.0000;Baja
Frutas;(sin informar);Corrientes;MELON AMARILLO;(sin informar);$/Kg;1;1;1;1;2026-03-03;2026-03-03;1;1000.0000;1000.0000;1000.0000;;100.0000;Baja
Frutas;(sin informar);Corrientes;NARANJA BUCKEYE;(sin informar);$/Kg;1;1;1;1;2026-06-01;2026-06-01;1;15000.0000;15000.0000;15000.0000;;100.0000;Baja
Frutas;(sin informar);Corrientes;NARANJA NEW HALL;(sin informar);$/Kg;1;1;1;1;2026-05-11;2026-05-11;1;16000.0000;16000.0000;16000.0000;;100.0000;Baja
Frutas;(sin informar);Corrientes;TOMATE REDONDO;(sin informar);$/Kg;1;1;1;1;2026-08-24;2026-08-24;1;15000.0000;15000.0000;15000.0000;;100.0000;Baja
Frutas;(sin informar);Entre Ríos;MANDARINA MURCOT;(sin informar);$/Kg;1;1;1;1;2026-07-27;2026-07-27;1;10000.0000;10000.0000;10000.0000;;100.0000;Baja
Frutas;(sin informar);Entre Ríos;NARANJA NAVELINA;(sin informar);$/Kg;1;1;1;1;2026-07-20;2026-07-20;1;10000.0000;10000.0000;10000.0000;;100.0000;Baja
Frutas;(sin informar);Formosa;FRUTILLA;(sin informar);$/Kg;1;1;1;1;2026-07-02;2026-07-02;1;30000.0000;30000.0000;30000.0000;;100.0000;Baja
Frutas;(sin informar);Jujuy;ARANDANO;(sin informar);$/Kg;1;1;1;1;2026-08-10;2026-08-10;1;15000.0000;15000.0000;15000.0000;;100.0000;Baja
Frutas;(sin informar);Jujuy;FRUTILLA;(sin informar);$/Kg;1;1;1;1;2026-06-25;2026-06-25;1;60000.0000;60000.0000;60000.0000;;100.0000;Baja
Frutas;(sin informar);Mendoza;ARANDANO;(sin informar);$/Kg;1;1;1;1;2026-07-20;2026-07-20;1;17000.0000;17000.0000;17000.0000;;100.0000;Baja
Frutas;(sin informar);Mendoza;BANANA BRASILENA;(sin informar);$/Kg;1;1;1;1;2026-07-30;2026-07-30;1;28000.0000;28000.0000;28000.0000;;100.0000;Baja
Frutas;(sin informar);Mendoza;LIMON ELEGIDO;(sin informar);$/Kg;1;1;1;1;2026-03-09;2026-03-09;1;30000.0000;30000.0000;30000.0000;;100.0000;Baja
Frutas;(sin informar);Mendoza;MANZANA ROYAL GALA ELEGIDA;(sin informar);$/Kg;1;1;1;1;2026-07-30;2026-07-30;1;50000.0000;50000.0000;50000.0000;;100.0000;Baja
Frutas;(sin informar);Mendoza;MELON AMARILLO;(sin informar);$/Kg;1;1;1;1;2026-03-19;2026-03-19;1;25000.0000;25000.0000;25000.0000;;100.0000;Baja
Frutas;(sin informar);Misiones;MELON CRIOLLO;(sin informar);$/Kg;1;1;1;1;2026-03-09;2026-03-09;1;1000.0000;1000.0000;1000.0000;;100.0000;Baja
Frutas;(sin informar);Misiones;SANDIA REDONDA RAYADA;(sin informar);$/Kg;1;1;1;1;2026-03-09;2026-03-09;1;700.0000;700.0000;700.0000;;100.0000;Baja
Frutas;(sin informar);Río Negro;BANANA PARAGUAYA;(sin informar);$/Kg;1;1;1;1;2026-06-08;2026-06-08;1;32000.0000;32000.0000;32000.0000;;100.0000;Baja
Frutas;(sin informar);Río Negro;BANANA SALTENA;(sin informar);$/Kg;1;1;1;1;2026-02-23;2026-02-23;1;28000.0000;28000.0000;28000.0000;;100.0000;Baja
Frutas;(sin informar);Río Negro;KIWI;(sin informar);$/Kg;1;1;1;1;2026-06-29;2026-06-29;1;48000.0000;48000.0000;48000.0000;;100.0000;Baja
Frutas;(sin informar);Río Negro;UVA ROSADA;(sin informar);$/Kg;1;1;1;1;2026-06-08;2026-06-08;1;26000.0000;26000.0000;26000.0000;;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Brasil;UVA;Isis;$/Kg;1;1;1;1;2026-05-08;2026-05-08;1;6125.0000;6125.0000;6125.0000;;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Brasil;UVA;T.Seedless;$/Kg;1;1;1;1;2026-01-16;2026-01-16;1;2875.0000;2875.0000;2875.0000;;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Buenos Aires;CASTANA;(sin informar);$/Kg;1;1;1;1;2026-04-14;2026-04-14;1;14000.0000;14000.0000;14000.0000;;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Buenos Aires;PELON;Fantasy;$/Kg;1;1;1;1;2026-01-02;2026-01-02;1;3100.0000;3100.0000;3100.0000;;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Buenos Aires;POMELO;Ruby Red;$/Kg;1;1;1;1;2026-04-13;2026-04-13;1;2111.1100;2111.1100;2111.1100;;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Catamarc;MELON;Rocio Miel;$/Kg;1;1;1;1;2026-03-27;2026-03-27;1;2083.3300;2083.3300;2083.3300;;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;España;CIRUELA;Blondie79;$/Kg;1;1;1;1;2026-06-03;2026-06-03;1;1400.0000;1400.0000;1400.0000;;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;España;KIWI;Hayward;$/Kg;1;1;1;1;2026-03-02;2026-03-02;1;5200.0000;5200.0000;5200.0000;;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Mendoza;CEREZA;Nimba;$/Kg;1;1;1;1;2026-07-29;2026-07-29;1;21200.0000;21200.0000;21200.0000;;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Mendoza;MELON;(sin informar);$/Kg;1;1;1;1;2026-02-12;2026-02-12;1;1583.3300;1583.3300;1583.3300;;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Mendoza;MELON;Amarillo;$/Kg;1;1;1;1;2026-02-12;2026-02-12;1;1750.0000;1750.0000;1750.0000;;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Misiones;NARANJA;Valen.Late;$/Kg;1;1;1;1;2026-01-13;2026-01-13;1;1722.2200;1722.2200;1722.2200;;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Salta;MELON;Amarillo;$/Kg;1;1;1;1;2026-02-27;2026-02-27;1;1700.0000;1700.0000;1700.0000;;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Salta;NARANJA;Valencia;$/Kg;1;1;1;1;2026-01-30;2026-01-30;1;1533.3300;1533.3300;1533.3300;;100.0000;Baja
Hortalizas;(sin informar);(sin informar);ESPINACA;(sin informar);$/Kg;1;1;1;1;2026-08-10;2026-08-10;1;15000.0000;15000.0000;15000.0000;;100.0000;Baja
Hortalizas;(sin informar);Buenos Aires;ALBAHACA;(sin informar);$/Kg;1;1;1;1;2026-03-25;2026-03-25;1;5000.0000;5000.0000;5000.0000;;100.0000;Baja
Hortalizas;(sin informar);Buenos Aires;BATATA BLANCA;(sin informar);$/Kg;1;1;1;1;2026-06-04;2026-06-04;1;5000.0000;5000.0000;5000.0000;;100.0000;Baja
Hortalizas;(sin informar);Buenos Aires;PAPA BLANCA;(sin informar);$/Kg;1;1;1;1;2026-04-09;2026-04-09;1;12000.0000;12000.0000;12000.0000;;100.0000;Baja
Hortalizas;(sin informar);Buenos Aires;ZAPALLO TETSUKABUTO;(sin informar);$/Kg;1;1;1;1;2026-07-06;2026-07-06;1;10000.0000;10000.0000;10000.0000;;100.0000;Baja
Hortalizas;(sin informar);Catamarca;ZAPALLO TETSUKABUTO;(sin informar);$/Kg;1;1;1;1;2026-06-15;2026-06-15;1;500.0000;500.0000;500.0000;;100.0000;Baja
Hortalizas;(sin informar);Chaco;ZAPALLO COREANO;(sin informar);$/Kg;1;1;1;1;2026-06-24;2026-06-24;1;12000.0000;12000.0000;12000.0000;;100.0000;Baja
Hortalizas;(sin informar);Chaco;ZAPALLO TETSUKABUTO;(sin informar);$/Kg;1;1;1;1;2026-06-24;2026-06-24;1;15000.0000;15000.0000;15000.0000;;100.0000;Baja
Hortalizas;(sin informar);Ciudad Autónoma De Buenos Aires;PAPA NEGRA;(sin informar);$/Kg;1;1;1;1;2026-03-18;2026-03-18;1;7500.0000;7500.0000;7500.0000;;100.0000;Baja
Hortalizas;(sin informar);Corrientes;LECHUGA MORADA;(sin informar);$/Kg;1;1;1;1;2026-08-06;2026-08-06;1;10000.0000;10000.0000;10000.0000;;100.0000;Baja
Hortalizas;(sin informar);Córdoba;BATATA BLANCA;(sin informar);$/Kg;1;1;1;1;2026-04-27;2026-04-27;1;6000.0000;6000.0000;6000.0000;;100.0000;Baja
Hortalizas;(sin informar);Córdoba;ESPINACA;(sin informar);$/Kg;1;1;1;1;2026-08-11;2026-08-11;1;10000.0000;10000.0000;10000.0000;;100.0000;Baja
Hortalizas;(sin informar);Entre Ríos;AJO MORADO CHINO;(sin informar);$/Kg;1;1;1;1;2026-06-15;2026-06-15;1;18000.0000;18000.0000;18000.0000;;100.0000;Baja
Hortalizas;(sin informar);Formosa;ZAPALLO TETSUKABUTO;(sin informar);$/Kg;1;1;1;1;2026-03-09;2026-03-09;1;12000.0000;12000.0000;12000.0000;;100.0000;Baja
Hortalizas;(sin informar);Jujuy;CHAUCHA POR METRO;(sin informar);$/Kg;1;1;1;1;2026-07-02;2026-07-02;1;32000.0000;32000.0000;32000.0000;;100.0000;Baja
Hortalizas;(sin informar);Jujuy;LECHUGA MORADA;(sin informar);$/Kg;1;1;1;1;2026-06-25;2026-06-25;1;18000.0000;18000.0000;18000.0000;;100.0000;Baja
Hortalizas;(sin informar);Jujuy;MANDIOCA;(sin informar);$/Kg;1;1;1;1;2026-04-20;2026-04-20;1;15000.0000;15000.0000;15000.0000;;100.0000;Baja
Hortalizas;(sin informar);Mendoza;APIO DE HOJA;(sin informar);$/Kg;1;1;1;1;2026-08-17;2026-08-17;1;25000.0000;25000.0000;25000.0000;;100.0000;Baja
Hortalizas;(sin informar);Mendoza;CEBOLLA BLANCA;(sin informar);$/Kg;1;1;1;1;2026-06-01;2026-06-01;1;13000.0000;13000.0000;13000.0000;;100.0000;Baja
Hortalizas;(sin informar);Mendoza;CHAUCHA MUSICA;(sin informar);$/Kg;1;1;1;1;2026-03-05;2026-03-05;1;30000.0000;30000.0000;30000.0000;;100.0000;Baja
Hortalizas;(sin informar);Mendoza;CHAUCHA ROLLIZA;(sin informar);$/Kg;1;1;1;1;2026-03-19;2026-03-19;1;30000.0000;30000.0000;30000.0000;;100.0000;Baja
Hortalizas;(sin informar);Mendoza;LECHUGA MANTECOSA;(sin informar);$/Kg;1;1;1;1;2026-04-16;2026-04-16;1;23000.0000;23000.0000;23000.0000;;100.0000;Baja
Hortalizas;(sin informar);Mendoza;ZAPALLITO ZUCHINI;(sin informar);$/Kg;1;1;1;1;2026-07-30;2026-07-30;1;12000.0000;12000.0000;12000.0000;;100.0000;Baja
Hortalizas;(sin informar);Río Negro;PAPA BLANCA;(sin informar);$/Kg;1;1;1;1;2026-06-04;2026-06-04;1;10000.0000;10000.0000;10000.0000;;100.0000;Baja
Hortalizas;(sin informar);Río Negro;PIMIENTO MORRON ROJO;(sin informar);$/Kg;1;1;1;1;2026-04-09;2026-04-09;1;17000.0000;17000.0000;17000.0000;;100.0000;Baja
Hortalizas;(sin informar);Salta;BERENJENA;(sin informar);$/Kg;1;1;1;1;2026-08-10;2026-08-10;1;23000.0000;23000.0000;23000.0000;;100.0000;Baja
Hortalizas;(sin informar);Salta;BROCOLI;(sin informar);$/Kg;1;1;1;1;2026-08-10;2026-08-10;1;30000.0000;30000.0000;30000.0000;;100.0000;Baja
Hortalizas;(sin informar);Salta;PIMIENTO MORRON ROJO;(sin informar);$/Kg;1;1;1;1;2026-08-24;2026-08-24;1;22000.0000;22000.0000;22000.0000;;100.0000;Baja
Hortalizas;(sin informar);Salta;ZAPALLO COREANO;(sin informar);$/Kg;1;1;1;1;2026-08-24;2026-08-24;1;1000.0000;1000.0000;1000.0000;;100.0000;Baja
Hortalizas;(sin informar);Salta;ZAPALLO PLOMO;(sin informar);$/Kg;1;1;1;1;2026-08-24;2026-08-24;1;1000.0000;1000.0000;1000.0000;;100.0000;Baja
Hortalizas;(sin informar);Salta;ZAPALLO TETSUKABUTO;(sin informar);$/Kg;1;1;1;1;2026-08-24;2026-08-24;1;1000.0000;1000.0000;1000.0000;;100.0000;Baja
Hortalizas;(sin informar);Santa Fe;ZANAHORIA;(sin informar);$/Kg;1;1;1;1;2026-03-19;2026-03-19;1;10000.0000;10000.0000;10000.0000;;100.0000;Baja
Hortalizas;(sin informar);Santiago Del Estero;CEBOLLA SINTETICA 14;(sin informar);$/Kg;1;1;1;1;2026-04-09;2026-04-09;1;11000.0000;11000.0000;11000.0000;;100.0000;Baja
Hortalizas;(sin informar);Tucumán;CEBOLLA SINTETICA 14;(sin informar);$/Kg;1;1;1;1;2026-02-26;2026-02-26;1;7500.0000;7500.0000;7500.0000;;100.0000;Baja
Hortalizas;(sin informar);Tucumán;PAPA BLANCA;(sin informar);$/Kg;1;1;1;1;2026-04-09;2026-04-09;1;14000.0000;14000.0000;14000.0000;;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Buenos Aires;ZAPALLO;Tetsukab.;$/Kg;1;1;1;1;2026-02-06;2026-02-06;1;733.3300;733.3300;733.3300;;100.0000;Baja
